site,plot_id,gen_sp,common_nNL,cover,latitude,longitude,
Landje van Hendriks (Staverden),SD_H_T_02,Anthoxanthum_odoratum,,2m,,,
Landje van Hendriks (Staverden),SD_H_T_02,Hypochaeris_radicata,,1,,,
Landje van Hendriks (Staverden),SD_H_T_02,Luzula_campestris,,+,,,
Landje van Hendriks (Staverden),SD_H_T_02,Rumex_acetosella,,2b,,,
Landje van Hendriks (Staverden),SD_H_T_02,Aira_caryophyllea,,+,,,
Landje van Hendriks (Staverden),SD_H_T_02,Ornithopus_perpusillus,,+,,,
Landje van Hendriks (Staverden),SD_H_T_02,Plantago_lanceolata,,1,,,
Landje van Hendriks (Staverden),SD_H_T_02,Jacobaea_vulgaris,,+,,,
Landje van Hendriks (Staverden),SD_H_T_02,Centaurea_jacea,,+,,,
Landje van Hendriks (Staverden),SD_H_T_02,Hieracium_laevigatum,,+,,,
Landje van Hendriks (Staverden),SD_H_T_02,Molinia_caerulea,,4,,,
Landje van Hendriks (Staverden),SD_H_T_02,Achillea_millefolium,,+,,,
Landje van Hendriks (Staverden),SD_H_T_03,Holcus_lanatus,,+,,,
Landje van Hendriks (Staverden),SD_H_T_03,Trifolium_dubium,,2a,,,
Landje van Hendriks (Staverden),SD_H_T_03,Trifolium_repens,,+,,,
Landje van Hendriks (Staverden),SD_H_T_03,Euphrasia_stricta,,+,,,
Landje van Hendriks (Staverden),SD_H_T_03,Elytrigia_repens,,+,,,
Landje van Hendriks (Staverden),SD_H_T_03,Anthoxanthum_odoratum,,1,,,
Landje van Hendriks (Staverden),SD_H_T_03,Hypochaeris_radicata,,2a,,,
Landje van Hendriks (Staverden),SD_H_T_03,Trifolium_pratense,,2a,,,
Landje van Hendriks (Staverden),SD_H_T_03,Luzula_campestris,,+,,,
Landje van Hendriks (Staverden),SD_H_T_03,Calluna_vulgaris,,r,,,
Landje van Hendriks (Staverden),SD_H_T_03,Hypericum_perforatum,,+,,,
Landje van Hendriks (Staverden),SD_H_T_03,Rumex_acetosella,,r,,,
Landje van Hendriks (Staverden),SD_H_T_03,Aira_caryophyllea,,+,,,
Landje van Hendriks (Staverden),SD_H_T_03,Ornithopus_perpusillus,,+,,,
Landje van Hendriks (Staverden),SD_H_T_03,Plantago_lanceolata,,+,,,
Landje van Hendriks (Staverden),SD_H_T_03,Jacobaea_vulgaris,,+,,,
Landje van Hendriks (Staverden),SD_H_T_03,Molinia_caerulea,,3,,,
Landje van Hendriks (Staverden),SD_H_T_03,Achillea_millefolium,,+,,,
Landje van Hendriks (Staverden),SD_H_T_03,Hieracium_aurantiacum,,2a,,,
Landje van Hendriks (Staverden),SD_H_T_04,Trifolium_dubium,,+,,,
Landje van Hendriks (Staverden),SD_H_T_04,Trifolium_repens,,+,,,
Landje van Hendriks (Staverden),SD_H_T_04,Euphrasia_stricta,,1,,,
Landje van Hendriks (Staverden),SD_H_T_04,Elytrigia_repens,,1,,,
Landje van Hendriks (Staverden),SD_H_T_04,Anthoxanthum_odoratum,,2m,,,
Landje van Hendriks (Staverden),SD_H_T_04,Hypochaeris_radicata,,+,,,
Landje van Hendriks (Staverden),SD_H_T_04,Betula_pendula,,r,,,
Landje van Hendriks (Staverden),SD_H_T_04,Luzula_campestris,,+,,,
Landje van Hendriks (Staverden),SD_H_T_04,Calluna_vulgaris,,2b,,,
Landje van Hendriks (Staverden),SD_H_T_04,Rumex_acetosella,,+,,,
Landje van Hendriks (Staverden),SD_H_T_04,Aira_caryophyllea,,+,,,
Landje van Hendriks (Staverden),SD_H_T_04,Ornithopus_perpusillus,,+,,,
Landje van Hendriks (Staverden),SD_H_T_04,Jacobaea_vulgaris,,+,,,
Landje van Hendriks (Staverden),SD_H_T_04,Quercus_robur,,r,,,
Landje van Hendriks (Staverden),SD_H_T_04,Hieracium_pilosella,,2b,,,
Landje van Hendriks (Staverden),SD_H_T_04,Molinia_caerulea,,2b,,,
Landje van Hendriks (Staverden),SD_H_T_04,Achillea_millefolium,,1,,,
Landje van Hendriks (Staverden),SD_H_T_04,Hieracium_aurantiacum,,+,,,
Landje van Hendriks (Staverden),SD_H_T_04,Trifolium_arvense,,1,,,
Landje van Hendriks (Staverden),SD_H_T_05,Trifolium_dubium,,+,,,
Landje van Hendriks (Staverden),SD_H_T_05,Euphrasia_stricta,,r,,,
Landje van Hendriks (Staverden),SD_H_T_05,Anthoxanthum_odoratum,,2m,,,
Landje van Hendriks (Staverden),SD_H_T_05,Hypochaeris_radicata,,r,,,
Landje van Hendriks (Staverden),SD_H_T_05,Luzula_campestris,,+,,,
Landje van Hendriks (Staverden),SD_H_T_05,Calluna_vulgaris,,4,,,
Landje van Hendriks (Staverden),SD_H_T_05,Carex_ericetorum,,+,,,
Landje van Hendriks (Staverden),SD_H_T_05,Filago_minima,,+,,,
Landje van Hendriks (Staverden),SD_H_T_05,Rumex_acetosella,,r,,,
Landje van Hendriks (Staverden),SD_H_T_05,Aira_caryophyllea,,+,,,
Landje van Hendriks (Staverden),SD_H_T_05,Plantago_lanceolata,,+,,,
Landje van Hendriks (Staverden),SD_H_T_05,Hieracium_pilosella,,3,,,
Landje van Hendriks (Staverden),SD_H_T_05,Molinia_caerulea,,2m,,,
Landje van Hendriks (Staverden),SD_H_T_05,Hieracium_aurantiacum,,+,,,
Landje van Hendriks (Staverden),SD_H_T_05,Trifolium_arvense,,+,,,
Stelkampsveld,SV_B_R_01,Carex_panicea,,2m,,,
Stelkampsveld,SV_B_R_01,Holcus_lanatus,,+,,,
Stelkampsveld,SV_B_R_01,Lotus_pedunculatus,,+,,,
Stelkampsveld,SV_B_R_01,Succisa_pratensis,,2b,,,
Stelkampsveld,SV_B_R_01,Galium_palustre,,+,,,
Stelkampsveld,SV_B_R_01,Anthoxanthum_odoratum,,2m,,,
Stelkampsveld,SV_B_R_01,Betula_pubescens,,r,,,
Stelkampsveld,SV_B_R_01,Cirsium_dissectum,,r,,,
Stelkampsveld,SV_B_R_01,Prunella_vulgaris,,+,,,
Stelkampsveld,SV_B_R_01,Betula_pendula,,+,,,
Stelkampsveld,SV_B_R_01,Luzula_campestris,,+,,,
Stelkampsveld,SV_B_R_01,Potentilla_erecta,,1,,,
Stelkampsveld,SV_B_R_01,Cirsium_palustre,,+,,,
Stelkampsveld,SV_B_R_01,Hydrocotyle_vulgaris,,2m,,,
Stelkampsveld,SV_B_R_01,Juncus_acutiflorus,,4,,,
Stelkampsveld,SV_B_R_01,Ranunculus_repens,,+,,,
Stelkampsveld,SV_B_R_01,Alnus_glutinosa,,r,,,
Stelkampsveld,SV_B_R_01,Dactylorhiza_maculata,,+,,,
Stelkampsveld,SV_B_R_01,Equisetum_palustre,,+,,,
Stelkampsveld,SV_B_R_01,Juncus_conglomeratus,,+,,,
Stelkampsveld,SV_B_R_01,Lysimachia_vulgaris,,1,,,
Stelkampsveld,SV_B_R_01,Molinia_caerulea,,2a,,,
Stelkampsveld,SV_B_R_01,Epipactis_palustris,,+,,,
Stelkampsveld,SV_B_R_01,Agrostis_canina,,2m,,,
Stelkampsveld,SV_B_R_02,Carex_panicea,,3,,,
Stelkampsveld,SV_B_R_02,Succisa_pratensis,,2m,,,
Stelkampsveld,SV_B_R_02,Cirsium_dissectum,,2a,,,
Stelkampsveld,SV_B_R_02,Betula_pendula,,r,,,
Stelkampsveld,SV_B_R_02,Lythrum_salicaria,,+,,,
Stelkampsveld,SV_B_R_02,Potentilla_erecta,,+,,,
Stelkampsveld,SV_B_R_02,Hydrocotyle_vulgaris,,1,,,
Stelkampsveld,SV_B_R_02,Juncus_acutiflorus,,2b,,,
Stelkampsveld,SV_B_R_02,Phragmites_australis,,+,,,
Stelkampsveld,SV_B_R_02,Equisetum_palustre,,+,,,
Stelkampsveld,SV_B_R_02,Lysimachia_vulgaris,,1,,,
Stelkampsveld,SV_B_R_02,Danthonia_decumbens,,+,,,
Stelkampsveld,SV_B_R_02,Molinia_caerulea,,+,,,
Stelkampsveld,SV_B_R_02,Agrostis_canina,,+,,,
Stelkampsveld,SV_B_R_02,Gentiana_pneumonanthe,,+,,,
Stelkampsveld,SV_B_R_02,Myrica_gale,,+,,,
Stelkampsveld,SV_B_R_02,Juncus_bulbosus,,+,,,
Stelkampsveld,SV_B_R_02,Anacamptis_morio,,+,,,
Stelkampsveld,SV_B_R_03,Carex_panicea,,2a,,,
Stelkampsveld,SV_B_R_03,Succisa_pratensis,,2a,,,
Stelkampsveld,SV_B_R_03,Betula_pubescens,,r,,,
Stelkampsveld,SV_B_R_03,Cirsium_dissectum,,2a,,,
Stelkampsveld,SV_B_R_03,Potentilla_erecta,,+,,,
Stelkampsveld,SV_B_R_03,Carex_demissa,,3,,,
Stelkampsveld,SV_B_R_03,Juncus_acutiflorus,,2b,,,
Stelkampsveld,SV_B_R_03,Phragmites_australis,,+,,,
Stelkampsveld,SV_B_R_03,Calluna_vulgaris,,+,,,
Stelkampsveld,SV_B_R_03,Danthonia_decumbens,,1,,,
Stelkampsveld,SV_B_R_03,Molinia_caerulea,,2m,,,
Stelkampsveld,SV_B_R_03,Gentiana_pneumonanthe,,+,,,
Stelkampsveld,SV_B_R_03,Myrica_gale,,2a,,,
Stelkampsveld,SV_B_R_03,Rhamnus_frangula,,+,,,
Stelkampsveld,SV_B_R_04,Salix_cinerea,,+,,,
Stelkampsveld,SV_B_R_04,Succisa_pratensis,,2a,,,
Stelkampsveld,SV_B_R_04,Anthoxanthum_odoratum,,+,,,
Stelkampsveld,SV_B_R_04,Betula_pubescens,,2a,,,
Stelkampsveld,SV_B_R_04,Cirsium_dissectum,,2b,,,
Stelkampsveld,SV_B_R_04,Luzula_campestris,,+,,,
Stelkampsveld,SV_B_R_04,Potentilla_erecta,,2m,,,
Stelkampsveld,SV_B_R_04,Carex_demissa,,+,,,
Stelkampsveld,SV_B_R_04,Juncus_acutiflorus,,3,,,
Stelkampsveld,SV_B_R_04,Dactylorhiza_maculata,,1,,,
Stelkampsveld,SV_B_R_04,Calluna_vulgaris,,2a,,,
Stelkampsveld,SV_B_R_04,Carex_pulicaris,,1,,,
Stelkampsveld,SV_B_R_04,Equisetum_palustre,,+,,,
Stelkampsveld,SV_B_R_04,Lysimachia_vulgaris,,1,,,
Stelkampsveld,SV_B_R_04,Danthonia_decumbens,,1,,,
Stelkampsveld,SV_B_R_04,Molinia_caerulea,,2m,,,
Stelkampsveld,SV_B_R_04,Agrostis_canina,,+,,,
Stelkampsveld,SV_B_R_04,Gentiana_pneumonanthe,,r,,,
Stelkampsveld,SV_B_R_04,Melampyrum_pratense,,+,,,
Stelkampsveld,SV_B_R_05,Carex_panicea,,3,,,
Stelkampsveld,SV_B_R_05,Salix_cinerea,,2a,,,
Stelkampsveld,SV_B_R_05,Succisa_pratensis,,2m,,,
Stelkampsveld,SV_B_R_05,Cirsium_dissectum,,2m,,,
Stelkampsveld,SV_B_R_05,Potentilla_erecta,,+,,,
Stelkampsveld,SV_B_R_05,Carex_demissa,,+,,,
Stelkampsveld,SV_B_R_05,Hydrocotyle_vulgaris,,1,,,
Stelkampsveld,SV_B_R_05,Juncus_acutiflorus,,2a,,,
Stelkampsveld,SV_B_R_05,Phragmites_australis,,+,,,
Stelkampsveld,SV_B_R_05,Calluna_vulgaris,,+,,,
Stelkampsveld,SV_B_R_05,Lysimachia_vulgaris,,+,,,
Stelkampsveld,SV_B_R_05,Danthonia_decumbens,,+,,,
Stelkampsveld,SV_B_R_05,Molinia_caerulea,,2m,,,
Stelkampsveld,SV_B_R_05,Agrostis_canina,,+,,,
Stelkampsveld,SV_B_R_05,Gentiana_pneumonanthe,,r,,,
Stelkampsveld,SV_B_R_05,Juncus_bulbosus,,+,,,
Stelkampsveld,SV_B_R_05,Utricularia_australis,,+,,,
Stelkampsveld,SV_B_TG_01,Holcus_lanatus,,2m,,,
Stelkampsveld,SV_B_TG_01,Juncus_articulatus,,+,,,
Stelkampsveld,SV_B_TG_01,Lotus_pedunculatus,,+,,,
Stelkampsveld,SV_B_TG_01,Salix_cinerea,,2a,,,
Stelkampsveld,SV_B_TG_01,Anthoxanthum_odoratum,,+,,,
Stelkampsveld,SV_B_TG_01,Juncus_effusus,,2b,,,
Stelkampsveld,SV_B_TG_01,Betula_pendula,,r,,,
Stelkampsveld,SV_B_TG_01,Luzula_campestris,,+,,,
Stelkampsveld,SV_B_TG_01,Silene_floscuculi,,+,,,
Stelkampsveld,SV_B_TG_01,Eleocharis_palustris,,+,,,
Stelkampsveld,SV_B_TG_01,Agrostis_capillaris,,+,,,
Stelkampsveld,SV_B_TG_01,Carex_hirta,,2a,,,
Stelkampsveld,SV_B_TG_01,Equisetum_palustre,,+,,,
Stelkampsveld,SV_B_TG_01,Carex_ovalis,,3,,,
Stelkampsveld,SV_B_TG_01,Molinia_caerulea,,2m,,,
Stelkampsveld,SV_B_TG_01,Juncus_compressus,,r,,,
Stelkampsveld,SV_B_TG_01,Juncus_tenuis,,+,,,
Stelkampsveld,SV_B_TG_02,Holcus_lanatus,,2a,,,
Stelkampsveld,SV_B_TG_02,Lotus_pedunculatus,,+,,,
Stelkampsveld,SV_B_TG_02,Succisa_pratensis,,2m,,,
Stelkampsveld,SV_B_TG_02,Trifolium_dubium,,+,,,
Stelkampsveld,SV_B_TG_02,Trifolium_repens,,1,,,
Stelkampsveld,SV_B_TG_02,Anthoxanthum_odoratum,,1,,,
Stelkampsveld,SV_B_TG_02,Hypochaeris_radicata,,+,,,
Stelkampsveld,SV_B_TG_02,Juncus_effusus,,3,,,
Stelkampsveld,SV_B_TG_02,Prunella_vulgaris,,+,,,
Stelkampsveld,SV_B_TG_02,Trifolium_pratense,,2m,,,
Stelkampsveld,SV_B_TG_02,Luzula_campestris,,+,,,
Stelkampsveld,SV_B_TG_02,Silene_floscuculi,,+,,,
Stelkampsveld,SV_B_TG_02,Cerastium_fontanum,,r,,,
Stelkampsveld,SV_B_TG_02,Dactylorhiza_maculata,,+,,,
Stelkampsveld,SV_B_TG_02,Agrostis_capillaris,,2m,,,
Stelkampsveld,SV_B_TG_02,Carex_ovalis,,+,,,
Stelkampsveld,SV_B_TG_02,Molinia_caerulea,,2b,,,
Stelkampsveld,SV_B_TG_02,Juncus_tenuis,,+,,,
Stelkampsveld,SV_B_TG_02,Centaurium_erythraea,,+,,,
Stelkampsveld,SV_B_TG_03,Carex_panicea,,2b,,,
Stelkampsveld,SV_B_TG_03,Holcus_lanatus,,2m,,,
Stelkampsveld,SV_B_TG_03,Lotus_pedunculatus,,+,,,
Stelkampsveld,SV_B_TG_03,Salix_cinerea,,+,,,
Stelkampsveld,SV_B_TG_03,Anthoxanthum_odoratum,,1,,,
Stelkampsveld,SV_B_TG_03,Hypochaeris_radicata,,+,,,
Stelkampsveld,SV_B_TG_03,Juncus_effusus,,3,,,
Stelkampsveld,SV_B_TG_03,Trifolium_pratense,,+,,,
Stelkampsveld,SV_B_TG_03,Luzula_campestris,,+,,,
Stelkampsveld,SV_B_TG_03,Silene_floscuculi,,r,,,
Stelkampsveld,SV_B_TG_03,Ranunculus_repens,,1,,,
Stelkampsveld,SV_B_TG_03,Agrostis_capillaris,,2m,,,
Stelkampsveld,SV_B_TG_03,Carex_ovalis,,+,,,
Stelkampsveld,SV_B_TG_03,Molinia_caerulea,,2a,,,
Stelkampsveld,SV_B_TG_03,Juncus_tenuis,,1,,,
Stelkampsveld,SV_B_TG_04,Carex_panicea,,2b,,,
Stelkampsveld,SV_B_TG_04,Holcus_lanatus,,2m,,,
Stelkampsveld,SV_B_TG_04,Lotus_pedunculatus,,+,,,
Stelkampsveld,SV_B_TG_04,Salix_cinerea,,2b,,,
Stelkampsveld,SV_B_TG_04,Anthoxanthum_odoratum,,1,,,
Stelkampsveld,SV_B_TG_04,Juncus_effusus,,+,,,
Stelkampsveld,SV_B_TG_04,Prunella_vulgaris,,+,,,
Stelkampsveld,SV_B_TG_04,Silene_floscuculi,,+,,,
Stelkampsveld,SV_B_TG_04,Juncus_acutiflorus,,+,,,
Stelkampsveld,SV_B_TG_04,Ranunculus_repens,,1,,,
Stelkampsveld,SV_B_TG_04,Agrostis_capillaris,,1,,,
Stelkampsveld,SV_B_TG_04,Carex_ovalis,,2a,,,
Stelkampsveld,SV_B_TG_04,Molinia_caerulea,,2a,,,
Stelkampsveld,SV_B_TG_04,Juncus_tenuis,,1,,,
Stelkampsveld,SV_B_TG_05,Holcus_lanatus,,+,,,
Stelkampsveld,SV_B_TG_05,Juncus_articulatus,,2a,,,
Stelkampsveld,SV_B_TG_05,Lotus_pedunculatus,,1,,,
Stelkampsveld,SV_B_TG_05,Anthoxanthum_odoratum,,+,,,
Stelkampsveld,SV_B_TG_05,Hypochaeris_radicata,,+,,,
Stelkampsveld,SV_B_TG_05,Juncus_effusus,,2a,,,
Stelkampsveld,SV_B_TG_05,Prunella_vulgaris,,+,,,
Stelkampsveld,SV_B_TG_05,Silene_floscuculi,,+,,,
Stelkampsveld,SV_B_TG_05,Juncus_acutiflorus,,2a,,,
Stelkampsveld,SV_B_TG_05,Agrostis_capillaris,,+,,,
Stelkampsveld,SV_B_TG_05,Carex_ovalis,,+,,,
Stelkampsveld,SV_B_TG_05,Ranunculus_flammula,,+,,,
Stelkampsveld,SV_B_TG_05,Veronica_scutellata,,+,,,
Stelkampsveld,SV_B_TG_05,Molinia_caerulea,,+,,,
Stelkampsveld,SV_B_TG_05,Juncus_tenuis,,2b,,,
Stelkampsveld,SV_B_TG_05,Isolepis_setacea,,1,,,
Hagenbeek,HB_B_TG_01,Carex_panicea,,3,,,
Hagenbeek,HB_B_TG_01,Juncus_articulatus,,1,,,
Hagenbeek,HB_B_TG_01,Salix_cinerea,,2a,,,
Hagenbeek,HB_B_TG_01,Succisa_pratensis,,2m,,,
Hagenbeek,HB_B_TG_01,Dactylorhiza_praetermissa,,+,,,
Hagenbeek,HB_B_TG_01,Cardamine_pratensis,,+,,,
Hagenbeek,HB_B_TG_01,Potentilla_erecta,,r,,,
Hagenbeek,HB_B_TG_01,Carex_demissa,,+,,,
Hagenbeek,HB_B_TG_01,Hydrocotyle_vulgaris,,2m,,,
Hagenbeek,HB_B_TG_01,Juncus_acutiflorus,,2b,,,
Hagenbeek,HB_B_TG_01,Equisetum_palustre,,1,,,
Hagenbeek,HB_B_TG_01,Agrostis_canina,,2m,,,
Hagenbeek,HB_B_TG_01,Salix_repens,,+,,,
Hagenbeek,HB_B_TG_02,Carex_panicea,,2b,,,
Hagenbeek,HB_B_TG_02,Juncus_articulatus,,2m,,,
Hagenbeek,HB_B_TG_02,Lotus_pedunculatus,,+,,,
Hagenbeek,HB_B_TG_02,Salix_cinerea,,2a,,,
Hagenbeek,HB_B_TG_02,Succisa_pratensis,,2a,,,
Hagenbeek,HB_B_TG_02,Galium_palustre,,+,,,
Hagenbeek,HB_B_TG_02,Dactylorhiza_praetermissa,,r,,,
Hagenbeek,HB_B_TG_02,Anthoxanthum_odoratum,,+,,,
Hagenbeek,HB_B_TG_02,Juncus_effusus,,1,,,
Hagenbeek,HB_B_TG_02,Trifolium_pratense,,+,,,
Hagenbeek,HB_B_TG_02,Cardamine_pratensis,,+,,,
Hagenbeek,HB_B_TG_02,Potentilla_erecta,,+,,,
Hagenbeek,HB_B_TG_02,Carex_demissa,,+,,,
Hagenbeek,HB_B_TG_02,Hydrocotyle_vulgaris,,2m,,,
Hagenbeek,HB_B_TG_02,Alnus_glutinosa,,2b,,,
Hagenbeek,HB_B_TG_02,Phragmites_australis,,2a,,,
Hagenbeek,HB_B_TG_02,Equisetum_palustre,,1,,,
Hagenbeek,HB_B_TG_02,Epipactis_palustris,,1,,,
Hagenbeek,HB_B_TG_02,Agrostis_canina,,1,,,
Hagenbeek,HB_B_TG_03,Carex_panicea,,2a,,,
Hagenbeek,HB_B_TG_03,Juncus_articulatus,,1,,,
Hagenbeek,HB_B_TG_03,Lotus_pedunculatus,,1,,,
Hagenbeek,HB_B_TG_03,Salix_cinerea,,2b,,,
Hagenbeek,HB_B_TG_03,Succisa_pratensis,,+,,,
Hagenbeek,HB_B_TG_03,Juncus_effusus,,1,,,
Hagenbeek,HB_B_TG_03,Lythrum_salicaria,,+,,,
Hagenbeek,HB_B_TG_03,Carex_demissa,,+,,,
Hagenbeek,HB_B_TG_03,Hydrocotyle_vulgaris,,2m,,,
Hagenbeek,HB_B_TG_03,Mentha_aquatica,,r,,,
Hagenbeek,HB_B_TG_03,Ranunculus_repens,,+,,,
Hagenbeek,HB_B_TG_03,Ranunculus_acris,,+,,,
Hagenbeek,HB_B_TG_03,Phragmites_australis,,2b,,,
Hagenbeek,HB_B_TG_03,Equisetum_palustre,,1,,,
Hagenbeek,HB_B_TG_03,Ranunculus_flammula,,+,,,
Hagenbeek,HB_B_TG_03,Epipactis_palustris,,+,,,
Hagenbeek,HB_B_TG_03,Agrostis_canina,,2m,,,
Hagenbeek,HB_B_TG_04,Carex_panicea,,3,,,
Hagenbeek,HB_B_TG_04,Juncus_articulatus,,1,,,
Hagenbeek,HB_B_TG_04,Pedicularis_palustris,,r,,,
Hagenbeek,HB_B_TG_04,Salix_cinerea,,+,,,
Hagenbeek,HB_B_TG_04,Succisa_pratensis,,1,,,
Hagenbeek,HB_B_TG_04,Galium_palustre,,+,,,
Hagenbeek,HB_B_TG_04,Dactylorhiza_praetermissa,,1,,,
Hagenbeek,HB_B_TG_04,Juncus_effusus,,+,,,
Hagenbeek,HB_B_TG_04,Trifolium_pratense,,1,,,
Hagenbeek,HB_B_TG_04,Cardamine_pratensis,,+,,,
Hagenbeek,HB_B_TG_04,Carex_demissa,,+,,,
Hagenbeek,HB_B_TG_04,Hydrocotyle_vulgaris,,2m,,,
Hagenbeek,HB_B_TG_04,Juncus_acutiflorus,,+,,,
Hagenbeek,HB_B_TG_04,Mentha_aquatica,,1,,,
Hagenbeek,HB_B_TG_04,Alnus_glutinosa,,2b,,,
Hagenbeek,HB_B_TG_04,Phragmites_australis,,1,,,
Hagenbeek,HB_B_TG_04,Equisetum_palustre,,1,,,
Hagenbeek,HB_B_TG_04,Lysimachia_vulgaris,,+,,,
Hagenbeek,HB_B_TG_04,Epipactis_palustris,,+,,,
Hagenbeek,HB_B_TG_04,Agrostis_canina,,1,,,
Hagenbeek,HB_B_TG_04,Salix_repens,,+,,,
Hagenbeek,HB_B_TG_04,Campanula_rotundifolia,,+,,,
Hagenbeek,HB_B_TG_05,Carex_panicea,,+,,,
Hagenbeek,HB_B_TG_05,Juncus_articulatus,,2m,,,
Hagenbeek,HB_B_TG_05,Pedicularis_palustris,,+,,,
Hagenbeek,HB_B_TG_05,Rhinanthus_angustifolius,,+,,,
Hagenbeek,HB_B_TG_05,Salix_cinerea,,2b,,,
Hagenbeek,HB_B_TG_05,Succisa_pratensis,,2b,,,
Hagenbeek,HB_B_TG_05,Galium_palustre,,+,,,
Hagenbeek,HB_B_TG_05,Dactylorhiza_praetermissa,,r,,,
Hagenbeek,HB_B_TG_05,Juncus_effusus,,+,,,
Hagenbeek,HB_B_TG_05,Trifolium_pratense,,+,,,
Hagenbeek,HB_B_TG_05,Potentilla_erecta,,+,,,
Hagenbeek,HB_B_TG_05,Carex_demissa,,2a,,,
Hagenbeek,HB_B_TG_05,Hydrocotyle_vulgaris,,2m,,,
Hagenbeek,HB_B_TG_05,Juncus_acutiflorus,,2m,,,
Hagenbeek,HB_B_TG_05,Alnus_glutinosa,,2a,,,
Hagenbeek,HB_B_TG_05,Phragmites_australis,,1,,,
Hagenbeek,HB_B_TG_05,Equisetum_palustre,,2m,,,
Hagenbeek,HB_B_TG_05,Quercus_robur,,r,,,
Hagenbeek,HB_B_TG_05,Epipactis_palustris,,1,,,
Hagenbeek,HB_B_TG_05,Agrostis_canina,,+,,,
Hagenbeek,HB_B_TG_05,Salix_repens,,+,,,
Lemselermaten,LM_B_T_01,Carex_panicea,,4,,,
Lemselermaten,LM_B_T_01,Holcus_lanatus,,1,,,
Lemselermaten,LM_B_T_01,Lotus_pedunculatus,,+,,,
Lemselermaten,LM_B_T_01,Salix_cinerea,,+,,,
Lemselermaten,LM_B_T_01,Succisa_pratensis,,1,,,
Lemselermaten,LM_B_T_01,Galium_palustre,,+,,,
Lemselermaten,LM_B_T_01,Dactylorhiza_praetermissa,,+,,,
Lemselermaten,LM_B_T_01,Anthoxanthum_odoratum,,2m,,,
Lemselermaten,LM_B_T_01,Prunella_vulgaris,,+,,,
Lemselermaten,LM_B_T_01,Trifolium_pratense,,+,,,
Lemselermaten,LM_B_T_01,Cardamine_pratensis,,r,,,
Lemselermaten,LM_B_T_01,Filipendula_ulmaria,,+,,,
Lemselermaten,LM_B_T_01,Lythrum_salicaria,,+,,,
Lemselermaten,LM_B_T_01,Luzula_campestris,,+,,,
Lemselermaten,LM_B_T_01,Potentilla_erecta,,+,,,
Lemselermaten,LM_B_T_01,Cirsium_palustre,,+,,,
Lemselermaten,LM_B_T_01,Ranunculus_acris,,1,,,
Lemselermaten,LM_B_T_01,Agrostis_capillaris,,1,,,
Lemselermaten,LM_B_T_01,Carex_pallescens,,2b,,,
Lemselermaten,LM_B_T_01,Carex_pulicaris,,+,,,
Lemselermaten,LM_B_T_01,Equisetum_palustre,,1,,,
Lemselermaten,LM_B_T_01,Juncus_effusus,,+,,,
Lemselermaten,LM_B_T_01,Ajuga_reptans,,+,,,
Lemselermaten,LM_B_T_01,Plantago_lanceolata,,+,,,
Lemselermaten,LM_B_T_01,Taraxacum_officinale,,+,,,
Lemselermaten,LM_B_T_01,Lysimachia_vulgaris,,1,,,
Lemselermaten,LM_B_T_01,Centaurea_jacea,,2m,,,
Lemselermaten,LM_B_T_01,Danthonia_decumbens,,+,,,
Lemselermaten,LM_B_T_01,Angelica_sylvestris,,+,,,
Lemselermaten,LM_B_T_01,Valeriana_dioica,,+,,,
Lemselermaten,LM_B_T_02,Holcus_lanatus,,1,,,
Lemselermaten,LM_B_T_02,Lotus_pedunculatus,,+,,,
Lemselermaten,LM_B_T_02,Rhinanthus_angustifolius,,r,,,
Lemselermaten,LM_B_T_02,Salix_cinerea,,+,,,
Lemselermaten,LM_B_T_02,Succisa_pratensis,,1,,,
Lemselermaten,LM_B_T_02,Galium_palustre,,+,,,
Lemselermaten,LM_B_T_02,Dactylorhiza_praetermissa,,+,,,
Lemselermaten,LM_B_T_02,Anthoxanthum_odoratum,,2b,,,
Lemselermaten,LM_B_T_02,Betula_pubescens,,+,,,
Lemselermaten,LM_B_T_02,Prunella_vulgaris,,1,,,
Lemselermaten,LM_B_T_02,Trifolium_pratense,,+,,,
Lemselermaten,LM_B_T_02,Betula_pendula,,+,,,
Lemselermaten,LM_B_T_02,Luzula_campestris,,+,,,
Lemselermaten,LM_B_T_02,Potentilla_erecta,,+,,,
Lemselermaten,LM_B_T_02,Alnus_glutinosa,,+,,,
Lemselermaten,LM_B_T_02,Phragmites_australis,,+,,,
Lemselermaten,LM_B_T_02,Agrostis_capillaris,,2m,,,
Lemselermaten,LM_B_T_02,Carex_pulicaris,,2a,,,
Lemselermaten,LM_B_T_02,Equisetum_palustre,,2m,,,
Lemselermaten,LM_B_T_02,Lysimachia_vulgaris,,+,,,
Lemselermaten,LM_B_T_02,Carex_hostiana,,2b,,,
Lemselermaten,LM_B_T_02,Danthonia_decumbens,,2b,,,
Lemselermaten,LM_B_T_02,Molinia_caerulea,,2a,,,
Lemselermaten,LM_B_T_02,Valeriana_dioica,,1,,,
Lemselermaten,LM_B_T_02,Briza_media,,1,,,
Lemselermaten,LM_B_T_03,Carex_panicea,,2a,,,
Lemselermaten,LM_B_T_03,Holcus_lanatus,,1,,,
Lemselermaten,LM_B_T_03,Juncus_articulatus,,2b,,,
Lemselermaten,LM_B_T_03,Lotus_pedunculatus,,+,,,
Lemselermaten,LM_B_T_03,Succisa_pratensis,,1,,,
