site,plot_id,gen_sp,common_nNL,cover,latitude,longitude,
Langstraat,LS_B_R_05,Betula_pubescens,,2b,,,
Langstraat,LS_B_R_05,Cirsium_dissectum,,1,,,
Langstraat,LS_B_R_05,Betula_pendula,,2a,,,
Langstraat,LS_B_R_05,Sanguisorba_officinalis,,2a,,,
Langstraat,LS_B_R_05,Potentilla_erecta,,1,,,
Langstraat,LS_B_R_05,Juncus_acutiflorus,,+,,,
Langstraat,LS_B_R_05,Lysimachia_vulgaris,,+,,,
Langstraat,LS_B_R_05,Carex_hostiana,,+,,,
Langstraat,LS_B_R_05,Agrostis_stolonifera,,2m,,,
Langstraat,LS_B_R_05,Molinia_caerulea,,4,,,
Langstraat,LS_B_R_05,Erica_tetralix,,2b,,,
Wolfsven,WV_H_TG_01,Calluna_vulgaris,,2b,,,
Wolfsven,WV_H_TG_01,Carex_arenaria,,2a,,,
Wolfsven,WV_H_TG_01,Agrostis_capillaris,,r,,,
Wolfsven,WV_H_TG_02,Carex_arenaria,,2a,,,
Wolfsven,WV_H_TG_02,Calluna_vulgaris,,2b,,,
Wolfsven,WV_H_TG_02,Agrostis_capillaris,,r,,,
Wolfsven,WV_H_TG_02,Rubus_sp,,2a,,,
Wolfsven,WV_H_TG_02,Rumex_acetosella,,+,,,
Wolfsven,WV_H_TG_02,Corynephorus_canescens,,r,,,
Wolfsven,WV_H_TG_03,Calluna_vulgaris,,3,,,
Wolfsven,WV_H_TG_03,Rumex_acetosella,,1,,,
Wolfsven,WV_H_TG_03,Corynephorus_canescens,,r,,,
Wolfsven,WV_H_TG_03,Festuca_rubra,,+,,,
Wolfsven,WV_H_TG_03,Agrostis_capillaris,,+,,,
Wolfsven,WV_H_TG_03,Cerastium_fontanum,,+,,,
Wolfsven,WV_H_TG_04,Calluna_vulgaris,,3,,,
Wolfsven,WV_H_TG_04,Corynephorus_canescens,,+,,,
Wolfsven,WV_H_TG_04,Festuca_rubra,,+,,,
Wolfsven,WV_H_TG_04,Rumex_acetosella,,1,,,
Wolfsven,WV_H_TG_04,Aira_praecox,,1,,,
Wolfsven,WV_H_TG_04,Betula_pubescens,,+,,,
Wolfsven,WV_H_TG_04,Hypericum_perforatum,,r,,,
Wolfsven,WV_H_TG_04,Filago_minima,,+,,,
Wolfsven,WV_H_TG_05,Calluna_vulgaris,,3,,,
Wolfsven,WV_H_TG_05,Rumex_acetosella,,1,,,
Wolfsven,WV_H_TG_05,Rubus_sp,,r,,,
Wolfsven,WV_H_TG_05,Molinia_caerulea,,r,,,
Wolfsven,WV_H_TG_05,Agrostis_capillaris,,+,,,
Wolfsven,WV_H_TG_05,Aira_praecox,,1,,,
Wolfsven,WV_H_TG_05,Senecio_inaequidens,,r,,,
Wolfsven,WV_H_TG_05,Corynephorus_canescens,,+,,,
Wolfsven,WV_H_TG_05,Pinus_sylvestris,,r,,,
Wolfsven,WV_H_TG_05,Luzula_campestris,,1,,,
Wolfsven,WV_H_TG_05,Betula_pendula,,r,,,
Wolfsven,WV_H_TG_05,Cerastium_fontanum,,1,,,
Wolfsven,WV_H_TG_05,Carex_arenaria,,r,,,
Wisselse Veen,WV_B_T_01,Holcus_lanatus,,1,,,
Wisselse Veen,WV_B_T_01,Lotus_pedunculatus,,1,,,
Wisselse Veen,WV_B_T_01,Pedicularis_palustris,,1,,,
Wisselse Veen,WV_B_T_01,Rhinanthus_angustifolius,,+,,,
Wisselse Veen,WV_B_T_01,Salix_cinerea,,2a,,,
Wisselse Veen,WV_B_T_01,Anthoxanthum_odoratum,,2m,,,
Wisselse Veen,WV_B_T_01,Prunella_vulgaris,,1,,,
Wisselse Veen,WV_B_T_01,Betula_pendula,,r,,,
Wisselse Veen,WV_B_T_01,Cardamine_pratensis,,+,,,
Wisselse Veen,WV_B_T_01,Silene_floscuculi,,r,,,
Wisselse Veen,WV_B_T_01,Carex_demissa,,1,,,
Wisselse Veen,WV_B_T_01,Carex_echinata,,+,,,
Wisselse Veen,WV_B_T_01,Cerastium_fontanum,,r,,,
Wisselse Veen,WV_B_T_01,Cirsium_palustre,,2a,,,
Wisselse Veen,WV_B_T_01,Drosera_rotundifolia,,+,,,
Wisselse Veen,WV_B_T_01,Eleocharis_quinqueflora,,2a,,,
Wisselse Veen,WV_B_T_01,Hydrocotyle_vulgaris,,1,,,
Wisselse Veen,WV_B_T_01,Juncus_articulatus,,2b,,,
Wisselse Veen,WV_B_T_01,Lycopus_europaeus,,+,,,
Wisselse Veen,WV_B_T_01,Mentha_aquatica,,1,,,
Wisselse Veen,WV_B_T_01,Dactylorhiza_incarnata,,+,,,
Wisselse Veen,WV_B_T_01,Viola_palustris,,1,,,
Wisselse Veen,WV_B_T_02,Holcus_lanatus,,2m,,,
Wisselse Veen,WV_B_T_02,Lotus_pedunculatus,,2m,,,
Wisselse Veen,WV_B_T_02,Salix_cinerea,,r,,,
Wisselse Veen,WV_B_T_02,Dactylorhiza_praetermissa,,+,,,
Wisselse Veen,WV_B_T_02,Cirsium_dissectum,,2a,,,
Wisselse Veen,WV_B_T_02,Cardamine_pratensis,,+,,,
Wisselse Veen,WV_B_T_02,Silene_floscuculi,,1,,,
Wisselse Veen,WV_B_T_02,Potentilla_erecta,,2a,,,
Wisselse Veen,WV_B_T_02,Carex_echinata,,1,,,
Wisselse Veen,WV_B_T_02,Eleocharis_quinqueflora,,1,,,
Wisselse Veen,WV_B_T_02,Juncus_articulatus,,3,,,
Wisselse Veen,WV_B_T_02,Eleocharis_palustris,,+,,,
Wisselse Veen,WV_B_T_02,Epilobium_parviflorum,,+,,,
Wisselse Veen,WV_B_T_02,Myosotis_laxa,,+,,,
Wisselse Veen,WV_B_T_02,Ranunculus_repens,,+,,,
Wisselse Veen,WV_B_T_02,Carex_curta,,2b,,,
Wisselse Veen,WV_B_T_03,Holcus_lanatus,,+,,,
Wisselse Veen,WV_B_T_03,Juncus_articulatus,,2b,,,
Wisselse Veen,WV_B_T_03,Lotus_pedunculatus,,1,,,
Wisselse Veen,WV_B_T_03,Pedicularis_palustris,,2a,,,
Wisselse Veen,WV_B_T_03,Rhinanthus_angustifolius,,+,,,
Wisselse Veen,WV_B_T_03,Salix_cinerea,,2a,,,
Wisselse Veen,WV_B_T_03,Dactylorhiza_praetermissa,,+,,,
Wisselse Veen,WV_B_T_03,Anthoxanthum_odoratum,,1,,,
Wisselse Veen,WV_B_T_03,Betula_pubescens,,+,,,
Wisselse Veen,WV_B_T_03,Drosera_intermedia,,+,,,
Wisselse Veen,WV_B_T_03,Hypochaeris_radicata,,+,,,
Wisselse Veen,WV_B_T_03,Juncus_effusus,,2a,,,
Wisselse Veen,WV_B_T_03,Prunella_vulgaris,,1,,,
Wisselse Veen,WV_B_T_03,Betula_pendula,,+,,,
Wisselse Veen,WV_B_T_03,Silene_floscuculi,,+,,,
Wisselse Veen,WV_B_T_03,Potentilla_erecta,,1,,,
Wisselse Veen,WV_B_T_03,Carex_demissa,,2b,,,
Wisselse Veen,WV_B_T_03,Carex_echinata,,+,,,
Wisselse Veen,WV_B_T_03,Cirsium_palustre,,+,,,
Wisselse Veen,WV_B_T_03,Eleocharis_quinqueflora,,2a,,,
Wisselse Veen,WV_B_T_03,Hydrocotyle_vulgaris,,+,,,
Wisselse Veen,WV_B_T_03,Mentha_aquatica,,+,,,
Wisselse Veen,WV_B_T_03,Alnus_glutinosa,,+,,,
Wisselse Veen,WV_B_T_03,Euphrasia_stricta,,+,,,
Wisselse Veen,WV_B_T_03,Ranunculus_acris,,+,,,
Wisselse Veen,WV_B_T_03,Dactylorhiza_maculata,,+,,,
Wisselse Veen,WV_B_T_04,Equisetum_fluviatile,,r,,,
Wisselse Veen,WV_B_T_04,Holcus_lanatus,,+,,,
Wisselse Veen,WV_B_T_04,Lotus_pedunculatus,,1,,,
Wisselse Veen,WV_B_T_04,Pedicularis_palustris,,+,,,
Wisselse Veen,WV_B_T_04,Salix_cinerea,,2a,,,
Wisselse Veen,WV_B_T_04,Galium_palustre,,r,,,
Wisselse Veen,WV_B_T_04,Dactylorhiza_praetermissa,,+,,,
Wisselse Veen,WV_B_T_04,Anthoxanthum_odoratum,,1,,,
Wisselse Veen,WV_B_T_04,Betula_pubescens,,+,,,
Wisselse Veen,WV_B_T_04,Drosera_intermedia,,+,,,
Wisselse Veen,WV_B_T_04,Hypochaeris_radicata,,+,,,
Wisselse Veen,WV_B_T_04,Prunella_vulgaris,,1,,,
Wisselse Veen,WV_B_T_04,Betula_pendula,,+,,,
Wisselse Veen,WV_B_T_04,Potentilla_erecta,,1,,,
Wisselse Veen,WV_B_T_04,Carex_demissa,,2a,,,
Wisselse Veen,WV_B_T_04,Carex_echinata,,+,,,
Wisselse Veen,WV_B_T_04,Cirsium_palustre,,+,,,
Wisselse Veen,WV_B_T_04,Drosera_rotundifolia,,+,,,
Wisselse Veen,WV_B_T_04,Eleocharis_quinqueflora,,2b,,,
Wisselse Veen,WV_B_T_04,Hydrocotyle_vulgaris,,1,,,
Wisselse Veen,WV_B_T_04,Juncus_articulatus,,2b,,,
Wisselse Veen,WV_B_T_04,Mentha_aquatica,,+,,,
Wisselse Veen,WV_B_T_04,Phragmites_australis,,+,,,
Wisselse Veen,WV_B_T_05,Salix_cinerea,,+,,,
Wisselse Veen,WV_B_T_05,Betula_pubescens,,2a,,,
Wisselse Veen,WV_B_T_05,Betula_pendula,,+,,,
Wisselse Veen,WV_B_T_05,Potentilla_erecta,,2a,,,
Wisselse Veen,WV_B_T_05,Carex_echinata,,+,,,
Wisselse Veen,WV_B_T_05,Drosera_rotundifolia,,+,,,
Wisselse Veen,WV_B_T_05,Juncus_articulatus,,2b,,,
Wisselse Veen,WV_B_T_05,Carex_curta,,+,,,
Wisselse Veen,WV_B_T_05,Alnus_glutinosa,,r,,,
Wisselse Veen,WV_B_T_05,Dactylorhiza_maculata,,+,,,
Achterste Steenberg ,AS_H_T_01,Betula_pendula,,2b,,,
Achterste Steenberg ,AS_H_T_01,Agrostis_capillaris,,r,,,
Achterste Steenberg ,AS_H_T_01,Calluna_vulgaris,,2a,,,
Achterste Steenberg ,AS_H_T_01,Corynephorus_canescens,,2a,,,
Achterste Steenberg ,AS_H_T_01,Hypericum_perforatum,,r,,,
Achterste Steenberg ,AS_H_T_01,Prunus_serotina,,r,,,
Achterste Steenberg ,AS_H_T_01,Rubus_sp,,+,,,
Achterste Steenberg ,AS_H_T_02,Hypochaeris_radicata,,+,,,
Achterste Steenberg ,AS_H_T_02,Betula_pendula,,1,,,
Achterste Steenberg ,AS_H_T_02,Agrostis_capillaris,,+,,,
Achterste Steenberg ,AS_H_T_02,Calluna_vulgaris,,+,,,
Achterste Steenberg ,AS_H_T_02,Corynephorus_canescens,,2b,,,
Achterste Steenberg ,AS_H_T_02,Hypericum_perforatum,,+,,,
Achterste Steenberg ,AS_H_T_02,Carex_arenaria,,+,,,
Achterste Steenberg ,AS_H_T_02,Carex_ericetorum,,2a,,,
Achterste Steenberg ,AS_H_T_02,Filago_minima,,+,,,
Achterste Steenberg ,AS_H_T_02,Pinus_sylvestris,,r,,,
Achterste Steenberg ,AS_H_T_02,Rumex_acetosella,,+,,,
Achterste Steenberg ,AS_H_T_03,Anthoxanthum_odoratum,,+,,,
Achterste Steenberg ,AS_H_T_03,Hypochaeris_radicata,,+,,,
Achterste Steenberg ,AS_H_T_03,Betula_pendula,,r,,,
Achterste Steenberg ,AS_H_T_03,Agrostis_capillaris,,+,,,
Achterste Steenberg ,AS_H_T_03,Calluna_vulgaris,,2b,,,
Achterste Steenberg ,AS_H_T_03,Corynephorus_canescens,,2a,,,
Achterste Steenberg ,AS_H_T_03,Hypericum_perforatum,,+,,,
Achterste Steenberg ,AS_H_T_03,Carex_arenaria,,+,,,
Achterste Steenberg ,AS_H_T_03,Carex_ericetorum,,+,,,
Achterste Steenberg ,AS_H_T_03,Filago_minima,,+,,,
Achterste Steenberg ,AS_H_T_03,Rumex_acetosella,,2a,,,
Achterste Steenberg ,AS_H_T_03,Aira_caryophyllea,,1,,,
Achterste Steenberg ,AS_H_T_03,Ornithopus_perpusillus,,1,,,
Achterste Steenberg ,AS_H_T_03,Senecio_vulgaris,,r,,,
Achterste Steenberg ,AS_H_T_03,Veronica_arvensis,,+,,,
Achterste Steenberg ,AS_H_T_03,Conyza_canadensis,,+,,,
Achterste Steenberg ,AS_H_T_04,Corynephorus_canescens,,2b,,,
Achterste Steenberg ,AS_H_T_04,Hypericum_perforatum,,+,,,
Achterste Steenberg ,AS_H_T_04,Filago_minima,,+,,,
Achterste Steenberg ,AS_H_T_05,Hypochaeris_radicata,,+,,,
Achterste Steenberg ,AS_H_T_05,Agrostis_capillaris,,r,,,
Achterste Steenberg ,AS_H_T_05,Corynephorus_canescens,,2b,,,
Achterste Steenberg ,AS_H_T_05,Rubus_sp,,+,,,
Achterste Steenberg ,AS_H_T_05,Carex_arenaria,,+,,,
Achterste Steenberg ,AS_H_T_05,Filago_minima,,+,,,
Achterste Steenberg ,AS_H_T_05,Rumex_acetosella,,2a,,,
Achterste Steenberg ,AS_H_T_05,Ornithopus_perpusillus,,+,,,
Achterste Steenberg ,AS_H_T_05,Conyza_canadensis,,+,,,
